date,mergePR
2016-05-30,1.0
2016-05-31,1.1
2016-06-01,0.93
2016-06-02,0.9
2016-06-03,0.83
2016-06-04,0.83
2016-06-05,0.8
2016-06-06,0.87
2016-06-07,0.9
2016-06-08,0.97
2016-06-09,1.13
2016-06-10,1.23
2016-06-11,1.27
2016-06-12,1.27
2016-06-13,1.33
2016-06-14,1.4
2016-06-15,1.37
2016-06-16,1.53
2016-06-17,1.6
2016-06-18,1.57
2016-06-19,1.6
2016-06-20,1.63
2016-06-21,1.57
2016-06-22,1.5
2016-06-23,1.57
2016-06-24,1.6
2016-06-25,1.57
2016-06-26,1.6
2016-06-27,1.73
2016-06-28,1.8
2016-06-29,1.9
2016-06-30,1.83
2016-07-01,1.83
2016-07-02,1.83
2016-07-03,1.77
2016-07-04,1.83
2016-07-05,1.9
2016-07-06,1.93
2016-07-07,2.03
2016-07-08,2.0
2016-07-09,1.8
2016-07-10,1.7
2016-07-11,1.73
2016-07-12,1.8
2016-07-13,1.83
2016-07-14,1.97
2016-07-15,2.0
2016-07-16,1.8
2016-07-17,1.7
2016-07-18,1.77
2016-07-19,1.8
2016-07-20,1.9
2016-07-21,1.87
2016-07-22,1.97
2016-07-23,1.9
2016-07-24,1.8
2016-07-25,1.97
2016-07-26,1.87
2016-07-27,1.73
2016-07-28,1.7
2016-07-29,1.6
2016-07-30,1.57
2016-07-31,1.57
2016-08-01,1.57
2016-08-02,1.57
2016-08-03,1.6
2016-08-04,1.57
2016-08-05,1.47
2016-08-06,1.33
2016-08-07,1.3
2016-08-08,1.33
2016-08-09,1.4
2016-08-10,1.4
2016-08-11,1.37
2016-08-12,1.43
2016-08-13,1.23
2016-08-14,1.17
2016-08-15,1.27
2016-08-16,1.47
2016-08-17,1.43
2016-08-18,1.47
2016-08-19,1.37
2016-08-20,1.33
2016-08-21,1.2
2016-08-22,1.4
2016-08-23,1.43
2016-08-24,1.3
2016-08-25,1.4
2016-08-26,1.43
2016-08-27,1.4
2016-08-28,1.47
2016-08-29,1.77
2016-08-30,1.8
2016-08-31,1.87
2016-09-01,1.97
2016-09-02,1.9
2016-09-03,1.87
2016-09-04,1.87
2016-09-05,1.87
2016-09-06,2.07
2016-09-07,2.1
2016-09-08,2.17
2016-09-09,2.1
2016-09-10,2.1
2016-09-11,1.93
2016-09-12,2.03
2016-09-13,2.1
2016-09-14,2.1
2016-09-15,1.93
2016-09-16,1.93
2016-09-17,1.83
2016-09-18,1.8
2016-09-19,1.83
2016-09-20,1.9
2016-09-21,1.73
2016-09-22,1.83
2016-09-23,1.9
2016-09-24,1.8
2016-09-25,1.77
2016-09-26,2.13
2016-09-27,2.2
2016-09-28,1.9
2016-09-29,1.97
2016-09-30,1.97
2016-10-01,1.9
2016-10-02,1.87
2016-10-03,1.97
2016-10-04,2.03
2016-10-05,2.07
2016-10-06,1.9
2016-10-07,1.9
2016-10-08,1.8
2016-10-09,1.83
2016-10-10,1.8
2016-10-11,1.83
2016-10-12,1.73
2016-10-13,1.67
2016-10-14,1.77
2016-10-15,1.73
2016-10-16,1.7
2016-10-17,1.83
2016-10-18,1.93
2016-10-19,1.97
2016-10-20,2.0
2016-10-21,2.17
2016-10-22,2.07
2016-10-23,1.97
2016-10-24,2.27
2016-10-25,2.3
2016-10-26,1.97
2016-10-27,1.87
2016-10-28,1.9
2016-10-29,1.8
2016-10-30,1.73
2016-10-31,1.73
2016-11-01,1.83
2016-11-02,1.73
2016-11-03,1.7
2016-11-04,1.73
2016-11-05,1.7
2016-11-06,1.63
2016-11-07,1.73
2016-11-08,1.83
2016-11-09,1.93
2016-11-10,2.03
2016-11-11,2.17
2016-11-12,2.17
2016-11-13,1.97
2016-11-14,2.1
2016-11-15,2.17
2016-11-16,2.07
2016-11-17,2.13
2016-11-18,2.17
2016-11-19,2.07
2016-11-20,1.87
2016-11-21,2.0
2016-11-22,2.13
2016-11-23,1.97
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,1.97
2016-11-27,1.93
2016-11-28,2.03
2016-11-29,2.33
2016-11-30,2.47
2016-12-01,2.6
2016-12-02,2.83
2016-12-03,2.9
2016-12-04,2.87
2016-12-05,3.2
2016-12-06,3.27
2016-12-07,3.33
2016-12-08,3.37
2016-12-09,3.37
2016-12-10,3.23
2016-12-11,3.1
2016-12-12,3.3
2016-12-13,3.43
2016-12-14,3.5
2016-12-15,3.43
2016-12-16,3.6
2016-12-17,3.47
2016-12-18,3.37
2016-12-19,3.6
2016-12-20,3.73
2016-12-21,3.83
2016-12-22,3.7
2016-12-23,3.57
2016-12-24,3.5
2016-12-25,3.47
2016-12-26,3.43
2016-12-27,3.47
2016-12-28,3.37
2016-12-29,3.13
2016-12-30,3.0
2016-12-31,2.8
